target,texts
1,very challenging
1,Great
1,Recommended to be your holiday agenda in Jogja
1,Cool for people who like off road
1,Satisfied family 
0,the river is very dirty
1,"affordable prices, "
0,"The road to the location is narrow, so if a car passes, one of them has to back off"
1,Very educational culinary delicious
1,Cool
1,Subhanallah 
0,The manager doesn't keep an eye on visitors 
0,"Bad service, ordered a business card and ordered to cut it yourself"
1,Pretty good for relaxing. 
0,hard to get a clean view of the building
0,The manager sucks
0,Still closed until the emergency PPKM is over
1,Nice atmosphere 
0,it did'nt look as good as it was in the photo
1,"I've been there before but the intention was to go camping, "
1,See Mount Merapi up close
1,Sipp
1,It's cold in the pool 
1,"Cool weather, fun"
0,Still need spatial arrangement by the related Tourism Office 
0,The path is quite dangerous
0,Not maintained at all
0,There's no toilet
1,Great view 
0,Bad
0,Less maintained
0,Something not good 
0,Small
0,Not as expected
1,"The Tour Guide Driver is really good, the explanation is detailed"
0,"Need more safety, passengers must use seatbelts"
1,The driver a.k.a the Guide (Mas Rino) was nice and informative
1,Nothing enthusistic
1,During the trip it was good but the duration of the explanation
1,"It's quite exciting, the point is to walk around Merapi by riding a jeep"
1,EXCITING
1,"Interesting,, make addiction to come here again"
1,the field is added again
1,Cool 
1,exclaimed
1,but it was fun.
1,A must-try experience when visiting Yogyakarta
1,As close as you can get to an active volcano in a vehicle.
1,Good experience  Trek up to the volcano mouth is currently banned as it is active
0,The place is poorly maintained and lots of trash
1,Recommend to take the medium trip (where Kalikuning trail included). 
1,Best visit in summer
1,My girls enjoyed it
1,The beach can't be used for swimming
1,The fresh air is good for chilling under the pine trees while looking at the sea.
1,"The beach is nice, clean, the snacks are complete"
1,The place is comfortable for relaxing.
1,"Actually this beach can be swam because the waves are not big, you only need to limit the hours and the swimming area. "
0,"If the location is directed not to directly cover the view of the beach, this beach will surely be even more beautiful."
1,Right for recreation . Comfortable  Beautiful and cool
1,Together with Pkk village Tambakrejo Paste it's really josss
1,"The place is beautiful and comfortable, there you can also find sea crabs "
1,"The beach is difficult to bathe in, the waves are big"
0,The women selling fish in the east (joglo) are busy
0,Not suitable for vacation
0,The waves are terrible
1,It's good to see the sunset when it's sunny. Nice beach not so crowded
1,"cool, Parking 3 thousand, Lots of trees,"
1,"full of economic interests, even the turtles are seen being exploited as a tourist attraction"
0,not too crowded 
1,Lebaran this year  go there 
1,"It's quite fun, the staff always reminds visitors"
1,"Beach tourism accompanied by sea fish culinary delights, comfortable and beautiful"
1,"A beach more like a garbage dump. ""Western bathing"" impossible."
0,"Now the place is dirty, lots of trash."
0,"The experience wasn't good here, the parking"
0,Dirty parking lot is not comfortable for recreation
0,"The place is nice, comfortable, cool "
0,"The place is quite cool, good for getting rid of fatigue"
0,The officers are not friendly
1,The beach is clean i really like it
0,The pine trees are dry.
0,Not suitable for tourism only for surfing
1,Cool place to relax the lungs
0,It's a big wave
0,Very strong wind 
0,dirty
0,No access for physically disabled 
1,great for family outings
1,It's a nice shady place to relax
1,coolest place
0,Many people smoke even though there are many childern
1,It's a nice place. And it is a healing place.
1,"It has very, very nice view, but all have to maintain it together. "
1,Neat combination between cypress tree and beautiful beach scenery
1,"Here, the sand is blackish in colour and the beach is relatively clean. This beach is one of the alternative beach tourism destinations in Bantul Regency."
0,"you cannot swim here. i think it's to dangerous to swim hear, because you cannot easyly come from the water if the waves come immediately."
0,"no sellers that sold fish, somewhat unmaintained"
1,a relaxing environment with the sound of the waves to accompany it.
1,Good place for contemplating and have chit-chat with your beloved ones and strengthen your silaturrahim bonds. 
1,Incredible experience for introvert  or single adventurer  you can let your though flow in this place
1,"Suit for you who like shady place to relax. Has adequate quantity of car park, toilet, mushola, kids swimming pool, gathering space and attractions for kids"
1,"Still with the theme ""Healing from campus assignments"""
1,"The beach is save and clean enough for kids to play with the water and sand. The parking lot is paved, with a landmark to take pictures. "
